AuthorID,Author,Date,Content,Attachments,Reactions
"1135207490942935110","Integration","8/4/2023 10:17 PM","|| убил alkaida (CZ-527, 77.53m)","",""
"1135207490942935110","Integration","8/4/2023 11:44 PM","Stranger убил Gaston Balden (Кувалда, 1.43m)","",""
"1135207490942935110","Integration","8/5/2023 11:35 PM","CrAzY_JleHuB4uK убил CHERNbISH (АКС-74У, 7.23m)","",""
"1135207490942935110","Integration","8/6/2023 12:10 AM","GOODness убил Volshebnikov Stepan (M4A1, 2.04m)","",""
"1135207490942935110","Integration","8/6/2023 10:03 AM","ska убил ToNik (AK-74М, 12.28m)","",""
"1135207490942935110","Integration","8/6/2023 10:06 AM","Volshebnikov Stepan убил Ex5e (ИЖ-43, 2.85m)","",""
"1135207490942935110","Integration","8/6/2023 10:40 AM","Meto убил RAPTOR (СКС, 31.06m)","",""
"1135207490942935110","Integration","8/6/2023 12:48 PM","Gaston Balden убил Sloth/ASS (FN SCAR-H, 15.55m)","",""
"1135207490942935110","Integration","8/6/2023 12:48 PM","Gaston Balden убил [PYCb]Protectopr (FN SCAR-H, 17.24m)","",""
"1135207490942935110","Integration","8/6/2023 2:10 PM","Meto убил Maxud (AK-105, 11.23m)","",""
"1135207490942935110","Integration","8/6/2023 2:39 PM","4way убил tvoy_6at9 (CMMG Mk47 Mutant CQBR, 22.47m)","",""
"1135207490942935110","Integration","8/6/2023 3:21 PM","Oxygen! убил Tugoserya228 (МР-133, 7.71m)","",""
"1135207490942935110","Integration","8/6/2023 3:21 PM","Oxygen! убил PowerPenk (Glock-19, 28.4m)","",""
"1135207490942935110","Integration","8/6/2023 3:27 PM","Tugoserya228 убил [PYCb]Protectopr (Каменный нож, 0.73m)","",""
"1135207490942935110","Integration","8/6/2023 3:32 PM","Oxygen! убил PowerPenk (MP-443 «Грач», 1.81m)","",""
"1135207490942935110","Integration","8/6/2023 3:43 PM","Oxygen! убил PowerPenk (Colt M1911, 1.51m)","",""
"1135207490942935110","Integration","8/6/2023 3:49 PM","tvoy_6at9 убил Tugoserya228 (ИЖ-18, 24.52m)","",""
"1135207490942935110","Integration","8/6/2023 3:51 PM","dRiser убил [PYCb]Protectopr (МР-133, 3.35m)","",""
"1135207490942935110","Integration","8/6/2023 3:53 PM","Django убил [Beer Troops] A kada ne delal (АКМН, 34.6m)","",""
"1135207490942935110","Integration","8/6/2023 3:59 PM","Django убил DUBRIK (АКМН, 58.9m)","",""
"1135207490942935110","Integration","8/6/2023 4:08 PM","loudlessboy убил [PYCb]Protectopr (ADAR 2-15, 54.14m)","",""
"1135207490942935110","Integration","8/6/2023 4:09 PM","[N7] TurikDurik убил Mr.Anderson (АКС-74У, 10.67m)","",""
"1135207490942935110","Integration","8/6/2023 4:26 PM","[Beer Troops] A kada ne delal убил ainkrad (SSG 82, 39.11m)","",""
"1135207490942935110","Integration","8/6/2023 5:05 PM","XozOstr убил Eddy55 (СКС, 122.86m)","","🫡 (2),🐭 (1)"
"1135207490942935110","Integration","8/6/2023 5:53 PM","***** *****-****** убил CaapxaH (Каменный нож, 0.7m)","",""
