Date,Content,оружие,расстояние,имя игрока,жертва
2023-11-19 14:40:02,". <3 убил Stone (M24, 100.03m)",M24,100.03,. <3,Stone
2023-11-19 14:40:17,"medion убил Ninja (Winchester Model 1892, 18.76m)",Winchester Model 1892,18.76,medion,Ninja
2023-11-19 14:40:46,"varg.ggplay убил exhausted (СВ-98, 726.81m)",СВ-98,726.81,varg.ggplay,exhausted
2023-11-19 14:41:50,"HardOnix убил MrDread (FN SCAR-L, 11.86m)",FN SCAR-L,11.86,HardOnix,MrDread
2023-11-19 14:50:59,"Mongol убил SosiskaKiller (Škorpion vz. 64, 0.7m)",Škorpion vz. 64,0.7,Mongol,SosiskaKiller
2023-11-19 15:07:54,"Ivaan убил Sniper (СВТ-40, 47.33m)",СВТ-40,47.33,Ivaan,Sniper
2023-11-19 15:10:15,"HardOnix убил varg.ggplay (FN SCAR-L, 136.26m)",FN SCAR-L,136.26,HardOnix,varg.ggplay
2023-11-19 15:11:15,"/Marabunda/ NaKoleni убил Noward (FN FAL, 9.88m)",FN FAL,9.88,/Marabunda/ NaKoleni,Noward
2023-11-19 15:11:25,"/Marabunda/ NaKoleni убил Silver Sable (FN FAL, 1.42m)",FN FAL,1.42,/Marabunda/ NaKoleni,Silver Sable
2023-11-19 15:11:26,"varg.zorkan убил HardOnix (AK-74М, 17.8m)",AK-74М,17.8,varg.zorkan,HardOnix
2023-11-19 15:11:53,"intel i9 FetRn :flag_ru: убил CERBERYS (M24, 67.72m)",M24,67.72,intel i9 FetRn :flag_ru:,CERBERYS
2023-11-19 15:12:01,"ma ei sure убил [PMC BEAR] DENCHA (M24, 98.8m)",M24,98.8,ma ei sure,[PMC BEAR] DENCHA
2023-11-19 15:12:40,"Eleyxa69 убил ALMAZ (CZ 75, 2.42m)",CZ 75,2.42,Eleyxa69,ALMAZ
2023-11-19 15:15:03,"Denis убил intel xeon DAGESTAN  :flag_ru:  (FN SCAR-L CQC, 18.35m)",FN SCAR-L CQC,18.35,Denis,intel xeon DAGESTAN  :flag_ru: 
2023-11-19 15:15:32,"Malebolgers убил Lucifer (MP5K, 15.34m)",MP5K,15.34,Malebolgers,Lucifer
2023-11-19 15:16:20,"jannes43210 убил Ragnar (M4A1 CQBR, 5.51m)",M4A1 CQBR,5.51,jannes43210,Ragnar
2023-11-19 15:21:15,"intel i9 FetRn :flag_ru: убил Denis (FN SCAR-L CQC, 2.46m)",FN SCAR-L CQC,2.46,intel i9 FetRn :flag_ru:,Denis
2023-11-19 15:28:38,"SHLUHOGON42 убил Stone (MP5K, 2.59m)",MP5K,2.59,SHLUHOGON42,Stone
2023-11-19 15:29:11,"SHLUHOGON42 убил Largo (ИЖ-43, 5.67m)",ИЖ-43,5.67,SHLUHOGON42,Largo
2023-11-19 15:29:20,"SHLUHOGON42 убил Xeskill (SSG 82, 3.34m)",SSG 82,3.34,SHLUHOGON42,Xeskill
2023-11-19 15:32:53,"varg.zorkan убил intel xeon DAGESTAN  :flag_ru:  (AK-74М, 29.99m)",AK-74М,29.99,varg.zorkan,intel xeon DAGESTAN  :flag_ru: 
2023-11-19 15:33:12,"ma ei sure убил TypNsT (M24, 193.95m)",M24,193.95,ma ei sure,TypNsT
2023-11-19 15:34:32,"Testardo убил Stone (ИЖ70-17A, 6.2m)",ИЖ70-17A,6.2,Testardo,Stone
2023-11-19 15:38:03,"varg.zorkan убил intel i9 FetRn :flag_ru: (AK-74М, 4.08m)",AK-74М,4.08,varg.zorkan,intel i9 FetRn :flag_ru:
2023-11-19 15:40:11,"plexa убил /Marabunda/ Evi (FN SCAR-H, 56.55m)",FN SCAR-H,56.55,plexa,/Marabunda/ Evi
2023-11-19 15:41:03,"Zakolebai убил Ragnar (Glock-19, 3.05m)",Glock-19,3.05,Zakolebai,Ragnar
2023-11-19 15:41:05,"Zakolebai убил jannes43210 (Glock-19, 3.07m)",Glock-19,3.07,Zakolebai,jannes43210
2023-11-19 15:41:41,"KinjaL Putina убил strelka (ВСС «Винторез», 13.21m)",ВСС «Винторез»,13.21,KinjaL Putina,strelka
2023-11-19 15:44:38,"Lih убил teryles (SSG 82, 87.32m)",SSG 82,87.32,Lih,teryles
2023-11-19 15:56:42,"Nachalnik убил intel xeon DAGESTAN  :flag_ru:  (FN SCAR-H, 0.93m)",FN SCAR-H,0.93,Nachalnik,intel xeon DAGESTAN  :flag_ru: 
2023-11-19 15:56:54,"STray убил Wagner (FN SCAR-L CQC, 4.81m)",FN SCAR-L CQC,4.81,STray,Wagner
2023-11-19 15:57:07,"Wendigo. убил TypNsT (M16-A2, 31.99m)",M16-A2,31.99,Wendigo.,TypNsT
2023-11-19 15:57:13,"Nachalnik убил Denis (FN SCAR-H, 2.86m)",FN SCAR-H,2.86,Nachalnik,Denis
2023-11-19 15:57:13,"Nachalnik убил CERBERYS (FN SCAR-H, 0.91m)",FN SCAR-H,0.91,Nachalnik,CERBERYS
2023-11-19 15:57:29,"ma ei sure убил Nachalnik (M4A1, 31.79m)",M4A1,31.79,ma ei sure,Nachalnik
2023-11-19 16:10:27,"Largo убил GORA (Трубный ключ, 1.32m)",Трубный ключ,1.32,Largo,GORA
2023-11-19 16:12:36,"TypNsT убил Xeskill (CZ-527, 2.08m)",CZ-527,2.08,TypNsT,Xeskill
2023-11-19 16:16:57,"Looooooluuu убил Straus (Н&К-416, 10.3m)",Н&К-416,10.3,Looooooluuu,Straus
2023-11-19 16:17:02,"Viski убил Looooooluuu (CZ 75, 24.2m)",CZ 75,24.2,Viski,Looooooluuu
2023-11-19 16:18:24,"teryles убил Traveler (ВПО-190 «Горностай», 75.6m)",ВПО-190 «Горностай»,75.6,teryles,Traveler
2023-11-19 16:18:30,"GRUVCHIE убил Lih (AK-103, 5.87m)",AK-103,5.87,GRUVCHIE,Lih
2023-11-19 16:21:23,"jostik убил WalterGPz (СВТ-40, 36.77m)",СВТ-40,36.77,jostik,WalterGPz
2023-11-19 16:22:14,"ma ei sure убил Damping (M24, 154.57m)",M24,154.57,ma ei sure,Damping
2023-11-19 16:23:07,"ma ei sure убил Varyag (M24, 276.14m)",M24,276.14,ma ei sure,Varyag
2023-11-19 16:25:27,"CERBERYS убил KOPIK (Ruger Mk II, 7.09m)",Ruger Mk II,7.09,CERBERYS,KOPIK
2023-11-19 16:25:30,"Nachalnik убил PapaGoose (Топор пожарного, 1.03m)",Топор пожарного,1.03,Nachalnik,PapaGoose
2023-11-19 16:26:19,"Ivaan убил Bloody (СВТ-40, 33.94m)",СВТ-40,33.94,Ivaan,Bloody
2023-11-19 16:27:46,"plexa убил /Marabunda/ Evi (FN SCAR-H, 8.28m)",FN SCAR-H,8.28,plexa,/Marabunda/ Evi
2023-11-19 16:28:26,"plexa убил /Marabunda/ NaKoleni (FN SCAR-H, 15.57m)",FN SCAR-H,15.57,plexa,/Marabunda/ NaKoleni
2023-11-19 16:29:33,"vanya4real убил /Marabunda/ WINZOOR (АН-94M «Абакан», 1.13m)",АН-94M «Абакан»,1.13,vanya4real,/Marabunda/ WINZOOR
2023-11-19 16:29:52,"KinjaL Putina убил jannes43210 (ВСС «Винторез», 3.75m)",ВСС «Винторез»,3.75,KinjaL Putina,jannes43210
2023-11-19 16:29:57,"Gosha Ledokol убил Sizuy (Blaser B95 Luxus, 65.61m)",Blaser B95 Luxus,65.61,Gosha Ledokol,Sizuy
2023-11-19 16:31:17,"Stone убил aaaaaaaa (ИЖ70-17A, 7.79m)",ИЖ70-17A,7.79,Stone,aaaaaaaa
2023-11-19 16:31:22,"Dizzy убил Stone (MP-443 «Грач», 18.83m)",MP-443 «Грач»,18.83,Dizzy,Stone
2023-11-19 16:33:31,"PoLkovnick убил Ivaan (FN SCAR-H, 104.54m)",FN SCAR-H,104.54,PoLkovnick,Ivaan
2023-11-19 16:33:31,"OK убил Demon (АК-12, 2.34m)",АК-12,2.34,OK,Demon
2023-11-19 16:33:40,"jostik убил OK (СВТ-40, 133.16m)",СВТ-40,133.16,jostik,OK
2023-11-19 16:35:41,"Dizzy убил Xeskill (MP-443 «Грач», 2.54m)",MP-443 «Грач»,2.54,Dizzy,Xeskill
2023-11-19 16:45:59,"Wendigo. убил Danzeku (FN FNX-45, 0.56m)",FN FNX-45,0.56,Wendigo.,Danzeku
2023-11-19 16:47:35,"BRONSON убил Dwayne Douglas Johnson (Сайга-12К, 5.42m)",Сайга-12К,5.42,BRONSON,Dwayne Douglas Johnson
2023-11-19 16:48:35,"Stone убил aaaaaaaa (Кухонный нож, 1.93m)",Кухонный нож,1.93,Stone,aaaaaaaa
2023-11-19 16:48:41,"[PDR]Reekaboo убил Largo (Топорик, 1.27m)",Топорик,1.27,[PDR]Reekaboo,Largo
2023-11-19 16:48:50,"Stone убил [PDR]Reekaboo (Кухонный нож, 1.18m)",Кухонный нож,1.18,Stone,[PDR]Reekaboo
2023-11-19 16:49:02,"Lih убил teryles (Blaser B95 Luxus, 19.78m)",Blaser B95 Luxus,19.78,Lih,teryles
2023-11-19 16:49:19,"Dizzy убил Stone (Топорик, 1.34m)",Топорик,1.34,Dizzy,Stone
2023-11-19 16:50:33,"Bloody убил jostik (ВПО-136 ""Вепрь-КМ"", 3.81m)","ВПО-136 ""Вепрь-КМ""",3.81,Bloody,jostik
2023-11-19 16:51:55,"OK убил Demon (АК-12, 22.41m)",АК-12,22.41,OK,Demon
2023-11-19 16:54:46,"Dizzy убил Stone (ИЖ70-17A, 1.46m)",ИЖ70-17A,1.46,Dizzy,Stone
2023-11-19 16:54:59,"Dizzy убил Largo (Топорик, 0.95m)",Топорик,0.95,Dizzy,Largo
2023-11-19 16:56:42,"Ivaan убил OK (M79, 40.64m)",M79,40.64,Ivaan,OK
2023-11-19 16:56:54,"max убил varg.zorkan (СВД, 2.7m)",СВД,2.7,max,varg.zorkan
2023-11-19 17:00:14,"ma ei sure убил PsixCyka (M4A1, 1.34m)",M4A1,1.34,ma ei sure,PsixCyka
2023-11-19 17:04:27,"Bad_Bill убил Danzeku (ИЖ70-17A, 2.43m)",ИЖ70-17A,2.43,Bad_Bill,Danzeku
2023-11-19 17:11:40,"Samurai убил TypNsT (Blaser B95 Luxus, 240.28m)",Blaser B95 Luxus,240.28,Samurai,TypNsT
2023-11-19 17:13:01,"max убил varg.ggplay (FN SCAR-H, 13.14m)",FN SCAR-H,13.14,max,varg.ggplay
2023-11-19 17:13:55,"intel i9 FetRn :flag_ru: убил medion (M24, 327.82m)",M24,327.82,intel i9 FetRn :flag_ru:,medion
2023-11-19 17:14:28,"intel xeon DAGESTAN  :flag_ru:  убил Samurai (СВТ-40, 300.18m)",СВТ-40,300.18,intel xeon DAGESTAN  :flag_ru: ,Samurai
2023-11-19 17:15:14,"HardOnix убил WalterGPz (Винтовка Мосина, 1.2m)",Винтовка Мосина,1.2,HardOnix,WalterGPz
2023-11-19 17:15:47,"Nachalnik убил .windows.waw (MP5K, 3.45m)",MP5K,3.45,Nachalnik,.windows.waw
2023-11-19 17:15:52,"UnSaintAlex убил Nachalnik (МР-133, 4.0m)",МР-133,4.0,UnSaintAlex,Nachalnik
2023-11-19 17:15:52,"Nachalnik убил UnSaintAlex (Застава М59/66, 4.03m)",Застава М59/66,4.03,Nachalnik,UnSaintAlex
2023-11-19 17:19:04,"Bad_Bill убил Danzeku (ИЖ70-17A, 4.16m)",ИЖ70-17A,4.16,Bad_Bill,Danzeku
2023-11-19 17:25:39,"Samurai убил TypNsT (АКС-74У, 18.32m)",АКС-74У,18.32,Samurai,TypNsT
2023-11-19 17:25:45,"intel i9 FetRn :flag_ru: убил Samurai (M4A1, 19.88m)",M4A1,19.88,intel i9 FetRn :flag_ru:,Samurai
2023-11-19 17:26:31,"Ygrumiy убил Kill""em""all (AK-102, 4.21m)",AK-102,4.21,Ygrumiy,"Kill""em""all"
2023-11-19 17:28:00,"Ivaan убил San'Ka (Winchester Model 70, 7.28m)",Winchester Model 70,7.28,Ivaan,San'Ka
2023-11-19 17:28:02,"San'Ka убил Ivaan (Н&К-416, 3.93m)",Н&К-416,3.93,San'Ka,Ivaan
2023-11-19 17:29:02,"jostik убил HardOnix (АК-12, 12.93m)",АК-12,12.93,jostik,HardOnix
2023-11-19 17:32:24,"Vadimos убил Ivaan (АКС-74У, 1.73m)",АКС-74У,1.73,Vadimos,Ivaan
2023-11-19 17:32:58,"intel i9 FetRn :flag_ru: убил medion (M4A1, 19.23m)",M4A1,19.23,intel i9 FetRn :flag_ru:,medion
2023-11-19 17:33:23,"KinjaL Putina убил ? (MP5K, 3.24m)",MP5K,3.24,KinjaL Putina,?
2023-11-19 17:33:36,"KinjaL Putina убил Kix (MP5K, 15.29m)",MP5K,15.29,KinjaL Putina,Kix
2023-11-19 17:33:49,"KinjaL Putina убил Requity (Застава М59/66, 9.25m)",Застава М59/66,9.25,KinjaL Putina,Requity
2023-11-19 17:34:29,"TypNsT убил Ninja (АКС-74У, 12.93m)",АКС-74У,12.93,TypNsT,Ninja
2023-11-19 17:36:24,"intel xeon DAGESTAN  :flag_ru:  убил Dwayne Douglas Johnson (СВТ-40, 2.98m)",СВТ-40,2.98,intel xeon DAGESTAN  :flag_ru: ,Dwayne Douglas Johnson
2023-11-19 17:37:51,". <3 убил PsixCyka (AK-74М, 37.91m)",AK-74М,37.91,. <3,PsixCyka
2023-11-19 17:38:50,"Requity убил Danzeku (МР-133, 1.58m)",МР-133,1.58,Requity,Danzeku
2023-11-19 17:40:51,"dolbaeb1que убил Varyag (Škorpion vz. 64, 10.91m)",Škorpion vz. 64,10.91,dolbaeb1que,Varyag
2023-11-19 17:43:12,"varg.zorkan убил Denis (AK-74М, 42.19m)",AK-74М,42.19,varg.zorkan,Denis
2023-11-19 17:43:32,". <3 убил CERBERYS (СВ-98, 476.72m)",СВ-98,476.72,. <3,CERBERYS
2023-11-19 17:43:37,"intel xeon DAGESTAN  :flag_ru:  убил medion (СВТ-40, 303.63m)",СВТ-40,303.63,intel xeon DAGESTAN  :flag_ru: ,medion
2023-11-19 17:44:17,"jostik убил Bloody (Винтовка Мосина, 28.8m)",Винтовка Мосина,28.8,jostik,Bloody
2023-11-19 17:44:20,"varg.ggplay убил Nachalnik (AK-74М, 207.71m)",AK-74М,207.71,varg.ggplay,Nachalnik
2023-11-19 17:45:29,"intel i9 FetRn :flag_ru: убил Ninja (M24, 295.48m)",M24,295.48,intel i9 FetRn :flag_ru:,Ninja
2023-11-19 17:45:53,"Savage убил PsixCyka (FN Five-seveN, 4.19m)",FN Five-seveN,4.19,Savage,PsixCyka
2023-11-19 17:49:25,"UzhasteG убил Polkovnik_s_berega (MP5K, 1.16m)",MP5K,1.16,UzhasteG,Polkovnik_s_berega
2023-11-19 17:49:26,"UzhasteG убил Doza (MP5K, 2.65m)",MP5K,2.65,UzhasteG,Doza
2023-11-19 17:50:01,"intel i9 FetRn :flag_ru: убил Samurai (M4A1, 5.18m)",M4A1,5.18,intel i9 FetRn :flag_ru:,Samurai
2023-11-19 17:55:03,"intel xeon DAGESTAN  :flag_ru:  убил medion (СВТ-40, 312.59m)",СВТ-40,312.59,intel xeon DAGESTAN  :flag_ru: ,medion
2023-11-19 17:59:22,"Tokar убил Tatarin (Škorpion vz. 64, 1.87m)",Škorpion vz. 64,1.87,Tokar,Tatarin
2023-11-19 17:59:42,"Tokar убил Musicant (Škorpion vz. 64, 6.95m)",Škorpion vz. 64,6.95,Tokar,Musicant
2023-11-19 18:00:42,"intel xeon DAGESTAN  :flag_ru:  убил Samurai (СВТ-40, 125.6m)",СВТ-40,125.6,intel xeon DAGESTAN  :flag_ru: ,Samurai
2023-11-19 18:01:39,"[Incurabiles]Kapustach убил fuck everyone (AK-102, 11.62m)",AK-102,11.62,[Incurabiles]Kapustach,fuck everyone
2023-11-19 18:02:13,"TypNsT убил Ninja (СВД, 357.98m)",СВД,357.98,TypNsT,Ninja
2023-11-19 18:07:28,"PsixCyka убил Savage (M24, 136.2m)",M24,136.2,PsixCyka,Savage
2023-11-19 18:08:14,"Gosha Ledokol убил Varyag (AK-101, 9.71m)",AK-101,9.71,Gosha Ledokol,Varyag
2023-11-19 18:08:17,"KinjaL Putina убил Damping (Застава М59/66, 9.33m)",Застава М59/66,9.33,KinjaL Putina,Damping
2023-11-19 18:08:23,"lil ich убил therealou (Škorpion vz. 64, 2.49m)",Škorpion vz. 64,2.49,lil ich,therealou
2023-11-19 18:12:37,"Ivaan убил PoLkovnick (M79, 18.41m)",M79,18.41,Ivaan,PoLkovnick
2023-11-19 18:13:25,"BRONSON убил Sova (CZ-527, 141.19m)",CZ-527,141.19,BRONSON,Sova
2023-11-19 18:18:18,"Lucifer убил Demon (AK-104, 17.99m)",AK-104,17.99,Lucifer,Demon
2023-11-19 18:18:51,". <3 убил [Incurabiles]Kapustach (AK-74М, 32.16m)",AK-74М,32.16,. <3,[Incurabiles]Kapustach
2023-11-19 18:18:58,". <3 убил [Incurabiles] Princessa Gamer (AK-74М, 8.32m)",AK-74М,8.32,. <3,[Incurabiles] Princessa Gamer
2023-11-19 18:20:34,"Ivaan убил Lucifer (Winchester Model 70, 139.05m)",Winchester Model 70,139.05,Ivaan,Lucifer
2023-11-19 18:22:09,"slaamp. убил BRONSON (АК-12, 6.41m)",АК-12,6.41,slaamp.,BRONSON
2023-11-19 18:27:32,"jostik убил Bloody (АК-12, 8.92m)",АК-12,8.92,jostik,Bloody
2023-11-19 18:28:00,"jostik убил WalterGPz (АК-12, 7.21m)",АК-12,7.21,jostik,WalterGPz
2023-11-19 18:31:24,"TypNsT убил dolbaeb1que (СВД, 6.3m)",СВД,6.3,TypNsT,dolbaeb1que
2023-11-19 18:32:40,"PsixCyka убил blessed. (M24, 40.65m)",M24,40.65,PsixCyka,blessed.
2023-11-19 18:32:44,"max убил Kill""em""all (FN SCAR-H, 20.66m)",FN SCAR-H,20.66,max,"Kill""em""all"
2023-11-19 18:33:56,"Just.Better убил Savage (Springfield Armory M1A, 50.58m)",Springfield Armory M1A,50.58,Just.Better,Savage
2023-11-19 18:35:07,"ma ei sure убил San'Ka (M24, 116.6m)",M24,116.6,ma ei sure,San'Ka
2023-11-19 18:37:27,"OK убил jostik (M79, 21.85m)",M79,21.85,OK,jostik
2023-11-19 18:38:05,"Just.Better убил Lih (Springfield Armory M1A, 73.88m)",Springfield Armory M1A,73.88,Just.Better,Lih
2023-11-19 18:39:09,"Traveler убил max (ВПО-136 ""Вепрь-КМ"", 2.19m)","ВПО-136 ""Вепрь-КМ""",2.19,Traveler,max
2023-11-19 18:39:24,"PsixCyka убил Traveler (АК-12, 22.94m)",АК-12,22.94,PsixCyka,Traveler
2023-11-19 18:39:27,"HardOnix убил [Incurabiles]Kapustach (Застава М59/66, 57.74m)",Застава М59/66,57.74,HardOnix,[Incurabiles]Kapustach
2023-11-19 18:42:00,". <3 убил [Incurabiles] gornostai (AK-74М, 10.46m)",AK-74М,10.46,. <3,[Incurabiles] gornostai
2023-11-19 18:44:02,"ma ei sure убил HardOnix (M4A1, 22.4m)",M4A1,22.4,ma ei sure,HardOnix
2023-11-19 18:48:20,"Demon убил Lucifer (АКС-74У, 7.62m)",АКС-74У,7.62,Demon,Lucifer
2023-11-19 18:48:41,"Sova убил boban (AK-104, 2.66m)",AK-104,2.66,Sova,boban
2023-11-19 18:49:10,"[FSIN] stepler убил Meshcheryak0FF (РПК, 7.31m)",РПК,7.31,[FSIN] stepler,Meshcheryak0FF
2023-11-19 18:50:22,"Gosha Ledokol убил Artemon244 (Blaser B95 Luxus, 113.43m)",Blaser B95 Luxus,113.43,Gosha Ledokol,Artemon244
2023-11-19 18:52:08,"RIMAS убил Gosha Ledokol (СВТ-40, 211.07m)",СВТ-40,211.07,RIMAS,Gosha Ledokol
2023-11-19 18:52:42,"Demon убил jostik (АКС-74У, 2.7m)",АКС-74У,2.7,Demon,jostik
2023-11-19 18:53:57,"intel xeon DAGESTAN  :flag_ru:  убил Musicant (СВТ-40, 30.22m)",СВТ-40,30.22,intel xeon DAGESTAN  :flag_ru: ,Musicant
2023-11-19 18:54:10,"intel xeon DAGESTAN  :flag_ru:  убил Tatarin (СВТ-40, 2.62m)",СВТ-40,2.62,intel xeon DAGESTAN  :flag_ru: ,Tatarin
2023-11-19 18:54:51,"Enotama убил [+]Peoneer (Каменный нож, 1.47m)",Каменный нож,1.47,Enotama,[+]Peoneer
2023-11-19 18:55:02,"plexa убил [MAD] CHURKA (FN SCAR-H, 11.7m)",FN SCAR-H,11.7,plexa,[MAD] CHURKA
2023-11-19 18:55:37,"OK убил Demon (FN SCAR-H, 4.27m)",FN SCAR-H,4.27,OK,Demon
2023-11-19 18:56:22,"OK убил Ivaan (FN SCAR-L, 6.73m)",FN SCAR-L,6.73,OK,Ivaan
2023-11-19 18:56:33,"Gosha Ledokol убил WalterGPz (Каменный нож, 1.7m)",Каменный нож,1.7,Gosha Ledokol,WalterGPz
2023-11-19 19:10:02,"Doza убил Raf (FN Five-seveN, 5.2m)",FN Five-seveN,5.2,Doza,Raf
2023-11-19 19:13:23,"GORA убил intel xeon DAGESTAN  :flag_ru:  (FN SCAR-H, 2.75m)",FN SCAR-H,2.75,GORA,intel xeon DAGESTAN  :flag_ru: 
2023-11-19 19:13:24,"GORA убил TypNsT (FN SCAR-H, 4.01m)",FN SCAR-H,4.01,GORA,TypNsT
2023-11-19 19:14:22,"GRUVCHIE убил QWERTY (Škorpion vz. 64, 1.81m)",Škorpion vz. 64,1.81,GRUVCHIE,QWERTY
2023-11-19 19:15:06,"ma ei sure убил Polkovnik_s_berega (M24, 142.32m)",M24,142.32,ma ei sure,Polkovnik_s_berega
2023-11-19 19:16:00,"teryles убил Kolobok Effect (ADAR 2-15, 33.13m)",ADAR 2-15,33.13,teryles,Kolobok Effect
2023-11-19 19:16:29,":man_detective: убил GORA (FN SCAR-L, 3.46m)",FN SCAR-L,3.46,:man_detective:,GORA
2023-11-19 19:20:52,"[+]Peoneer убил WhiteYear (ВПО-190 «Горностай», 1.51m)",ВПО-190 «Горностай»,1.51,[+]Peoneer,WhiteYear
2023-11-19 19:21:54,"[+]Peoneer убил Tatarin (ВПО-190 «Горностай», 6.97m)",ВПО-190 «Горностай»,6.97,[+]Peoneer,Tatarin
2023-11-19 19:22:12,"Rambo убил plexa (Winchester Model 70, 35.98m)",Winchester Model 70,35.98,Rambo,plexa
2023-11-19 19:22:48,"[+]Peoneer убил Musicant (ВПО-190 «Горностай», 7.7m)",ВПО-190 «Горностай»,7.7,[+]Peoneer,Musicant
2023-11-19 19:30:21,"[FSIN] xXx убил chepik_ (FN FAL, 4.12m)",FN FAL,4.12,[FSIN] xXx,chepik_
2023-11-19 19:30:33,"GRUVCHIE убил Kolobok Effect (CZ-527, 93.62m)",CZ-527,93.62,GRUVCHIE,Kolobok Effect
2023-11-19 19:31:03,"teryles убил QWERTY (Бизон-2-02, 15.42m)",Бизон-2-02,15.42,teryles,QWERTY
2023-11-19 19:31:06,"teryles убил ilushk4.petrovv (Бизон-2-02, 17.51m)",Бизон-2-02,17.51,teryles,ilushk4.petrovv
2023-11-19 19:32:58,"d1mqaaa убил Bloody (Winchester Model 70, 52.75m)",Winchester Model 70,52.75,d1mqaaa,Bloody
2023-11-19 19:33:11,"WalterGPz убил d1mqaaa (МР-133, 3.2m)",МР-133,3.2,WalterGPz,d1mqaaa
2023-11-19 19:36:04,"OK убил Steewe (Н&К-416, 2.83m)",Н&К-416,2.83,OK,Steewe
2023-11-19 19:46:19,"u menya 7 banov za soft убил godgigat (Blaser B95 Luxus, 195.04m)",Blaser B95 Luxus,195.04,u menya 7 banov za soft,godgigat
2023-11-19 19:47:20,"[+]Peoneer убил Maxilele (ВПО-190 «Горностай», 68.2m)",ВПО-190 «Горностай»,68.2,[+]Peoneer,Maxilele
2023-11-19 19:47:45,"[+]Peoneer убил WhiteYear (ВПО-190 «Горностай», 116.56m)",ВПО-190 «Горностай»,116.56,[+]Peoneer,WhiteYear
2023-11-19 19:48:46,"u menya 7 banov za soft убил OG1GANG (AK-74М, 8.95m)",AK-74М,8.95,u menya 7 banov za soft,OG1GANG
2023-11-19 19:57:51,"Doza убил Sablya (FN Five-seveN, 1.91m)",FN Five-seveN,1.91,Doza,Sablya
2023-11-19 19:58:15,". <3 убил Just.Better (СВД, 98.16m)",СВД,98.16,. <3,Just.Better
2023-11-19 19:58:48,"ma ei sure убил PsixCyka (M4A1, 27.81m)",M4A1,27.81,ma ei sure,PsixCyka
2023-11-19 19:59:22,"GRUVCHIE убил VETER (CZ-527, 243.62m)",CZ-527,243.62,GRUVCHIE,VETER
2023-11-19 19:59:32,". <3 убил max (СВД, 74.32m)",СВД,74.32,. <3,max
2023-11-19 20:03:21,"WhiteYear убил **** (Ruger Mk II, 1.59m)",Ruger Mk II,1.59,WhiteYear,****
2023-11-19 20:14:23,"teryles убил AMANO (Бизон-2-02, 23.38m)",Бизон-2-02,23.38,teryles,AMANO
2023-11-19 20:19:15,"OG1GANG убил Blacksmith (ИЖ70-17A, 1.31m)",ИЖ70-17A,1.31,OG1GANG,Blacksmith
2023-11-19 20:24:38,"Sablya убил Hiroshi (Ruger 10/22, 21.67m)",Ruger 10/22,21.67,Sablya,Hiroshi
2023-11-19 20:25:34,"d1mqaaa убил intel xeon DAGESTAN  :flag_ru:  (Winchester Model 70, 223.21m)",Winchester Model 70,223.21,d1mqaaa,intel xeon DAGESTAN  :flag_ru: 
2023-11-19 20:25:42,"PsixCyka убил Nako (FN SCAR-L, 5.34m)",FN SCAR-L,5.34,PsixCyka,Nako
2023-11-19 20:27:15,"SosiskaKiller убил ANUSIR (UMP-45, 2.06m)",UMP-45,2.06,SosiskaKiller,ANUSIR
2023-11-19 20:28:05,"[+]Peoneer убил Maxilele (ВПО-190 «Горностай», 6.36m)",ВПО-190 «Горностай»,6.36,[+]Peoneer,Maxilele
2023-11-19 20:29:55,"Gosha Ledokol убил chepik_ (Winchester Model 70, 99.36m)",Winchester Model 70,99.36,Gosha Ledokol,chepik_
2023-11-19 20:30:50,"KinjaL Putina убил Z@V@RUShka (FN SCAR-L, 6.11m)",FN SCAR-L,6.11,KinjaL Putina,Z@V@RUShka
2023-11-19 20:31:19,"Vasya Pupkin убил KinjaL Putina (FN SCAR-L CQC, 11.82m)",FN SCAR-L CQC,11.82,Vasya Pupkin,KinjaL Putina
2023-11-19 20:31:43,"WhiteYear убил Enotama (Труба, 1.52m)",Труба,1.52,WhiteYear,Enotama
2023-11-19 20:31:44,"BLK убил BlagolBlago (Steyr Scout, 34.03m)",Steyr Scout,34.03,BLK,BlagolBlago
2023-11-19 20:31:51,"[+]Peoneer убил BLK (ВПО-190 «Горностай», 12.21m)",ВПО-190 «Горностай»,12.21,[+]Peoneer,BLK
2023-11-19 20:31:59,"d1mqaaa убил Crowley (Winchester Model 70, 89.26m)",Winchester Model 70,89.26,d1mqaaa,Crowley
2023-11-19 20:32:21,"sokevich убил [+]Peoneer (Glock-19, 13.91m)",Glock-19,13.91,sokevich,[+]Peoneer
2023-11-19 20:39:45,"Vasya Pupkin убил dolbaeb1que (FN SCAR-L CQC, 14.18m)",FN SCAR-L CQC,14.18,Vasya Pupkin,dolbaeb1que
2023-11-19 20:44:07,"[FSIN] stepler убил Sniper (M24, 251.77m)",M24,251.77,[FSIN] stepler,Sniper
2023-11-19 20:44:52,"PsixCyka убил Savage (FN SCAR-L, 23.37m)",FN SCAR-L,23.37,PsixCyka,Savage
2023-11-19 20:48:36,"V-taly убил .thd (Winchester Model 70, 125.86m)",Winchester Model 70,125.86,V-taly,.thd
2023-11-19 20:51:03,"Hiroshi убил V-taly (FN FAL, 93.55m)",FN FAL,93.55,Hiroshi,V-taly
2023-11-19 21:03:37,"Sed убил hidan001 (AK-105, 7.78m)",AK-105,7.78,Sed,hidan001
